smiles_std,FDA_APPROVED,CT_TOX
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,1,0
C1CC(=O)C(=C(C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-])[O-])C(=O)C1,1,0
C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,1,0
C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)[O-],1,0
C1=CC(=C(C=C1C[C@@H](C(=O)[O-])[NH3+])O)O,1,0
C1=CC(=C(C=C1CC[NH3+])O)O,1,0
C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,1,0
C1=CC(=C(C=C1Cl)Cl)CO/N=C(/CN2C=CN=C2)\C3=C(C=C(C=C3)Cl)Cl,1,0
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,1,0
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,1,0
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,1,0
C1[C@@H]2[C@@H](C2[NH3+])CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)[O-])F,1,0
C1=CC(=C(C=C1N)C(=O)O)[O-],1,0
C1=CC(=C(C=C1N)[O-])C(=O)O,1,0
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)[O-])[NH3+])I)I)O,1,0
C1CC[NH2+]C(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,1,0
C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],0,1
C1CC1C[NH+]2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,1,0
C1CC(C1)C[NH+]2CC[C@]34[C@@H]5[C@H](CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O,1,0
C1=CC(=CC(=C1)[131I])C[NH+]=C(N)N,1,0
C1C[NH2+]C[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,1,0
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=C(Cl)Cl)[O-])O)[N+](=O)[O-],1,0
C1=CC(=CC=C1[C@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=C(Cl)Cl)[O-])O)[N+](=O)[O-],1,0
C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,1,1
C1=CC(=CC=C1C(CC(=O)[O-])C[NH3+])Cl,1,0
C1C[NH+](CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1,0
C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],1,0
C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],1,0
C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,1,0
C1=CC(=CC=C1C(=O)NCC(=O)[O-])N,1,0
C1=CC(=CC=C1C(=O)NCCC(=O)[O-])N=NC2=CC(=C(C=C2)[O-])C(=O)O,1,0
C1CC[NH+](CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,1,0
C1C[NH2+]CC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,1,0
C1=CC(=CC=C1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,1,0
C1=CC(=CC=C1C[C@@H](C(=O)[O-])[NH3+])O,1,0
C1C[NH2+]CCNCCC[NH+](CCNC1)CC2=CC=C(C=C2)C[NH+]3CCCNCC[NH2+]CCCNCC3,1,0
C1=CC(=CC=C1C[NH3+])S(=O)(=O)N,1,0
C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],1,0
C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0,1
C1=CC(=CC=C1CCCC(=O)[O-])N(CCCl)CCCl,1,0
C1=CC(=CC=C1CCCC[NH2+]C[C@@H](C2=CC(=C(C=C2)O)O)O)O,1,0
C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,1,0
C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,1,0
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,1,0
C1=CC(=CC=C1N)S(=O)(=O)N,1,0
C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,1,0
C1=CC(=CC=C1NC(=[NH+]C(=[NH+]CCCCCC[NH+]=C(N)[NH+]=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,1,0
C1=CC(=CC=C1O)O,1,0
C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,1,0
C1=CC(=CC=C1SC(P(=O)([O-])[O-])P(=O)([O-])[O-])Cl,1,0
C1=CC(=CN=C1)C(=O)[O-],1,0
C1=CC(=CN=C1)C(=O)N,1,0
C1=CC(=CN=C1)CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1,0
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,0,1
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,0,1
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)[O-])S(=O)(=O)N)Cl,1,0
C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],1,0
C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],1,0
C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,1,0
C1CC(C1)(C(=O)O)C(=O)O.[Pt],1,0
C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,1,0
C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,1,0
C1CC[NH2+]C(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,1,0
C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)[O-],1,0
C1CN(CC[NH+]1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N,1,0
C1=CC2=C(C=C1Cl)NC(=O)O2,1,0
C1CC2=C(C=CC(=C2)F)OC1C(C[NH2+]CC(C3CCC4=C(O3)C=CC(=C4)F)O)O,1,0
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,1,0
C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,1,0
C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,1,0
C1CC2=C(C=CC(=C2)Cl)C(=C3CC[NH2+]CC3)C4=C1C=CC=N4,1,0
C1=CC2=C(C(=C1)O)N=CC=C2,1,0
C1CC[C@H]([C@@H](C1)[NH3+])N,1,0
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,1,0
C1=CC=C(C(=C1)C(=O)NCCC[C@@H](C(=O)O)NC(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=NC(=N4)N)N)C(=O)O,0,1
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,1,0
C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3[O-])C4=CC=C(C=C4)C(=O)O)O,1,0
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,1,0
C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,1,0
C1C[NH+](CC2=C1SC=C2)CC3=CC=CC=C3Cl,1,0
C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl,1,0
C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3C[NH3+])C(=O)[O-])CSC4=NN=NN4CC(=O)[O-],1,0
C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,1,0
C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)O)C(=O)[O-])CSC4=NN=NN4CS(=O)(=O)[O-],1,0
C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)[NH3+])C(=O)[O-])Cl,1,0
C1CN(CC[NH+]1CCOCC(=O)[O-])[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1,0
C1C[NH+]2CCC1[C@H](C2)OC(=O)N3CCC4=CC=CC=C4[C@@H]3C5=CC=CC=C5,1,0
C1CSC2=[N+]1C[C@@H](N2)C3=CC=CC=C3,1,0
C1CN(CC[NH+]1CCOCC(=O)[O-])C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1,0
C1CN(CC[NH+]1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1,0
C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,1,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,1,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)[S@](=O)CC(=O)N,1,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1,0
C1CCC(CC1)C(CC[NH+]2CCCC2)(C3=CC=CC=C3)O,1,0
C1CC[NH+](CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,1,0
C1CC[NH+](CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O,1,0
C1CCC(CC1)C(CC[NH+]2CCCCC2)(C3=CC=CC=C3)O,1,0
C1CC[NH+](CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,1,0
C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,1,0
C1=CC=C(C=C1)C(=O)[O-],1,0
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)[O-],1,0
C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,1,0
C1=CC=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)[O-],1,0
C1=CC=C(C=C1)C(=O)NCC(=O)[O-],1,0
C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,1,0
C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])C3=CC=CC=C3,1,0
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,1,0
C1C[NH+](CCC1(C2=CC=CC=C2)C(=O)[O-])CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4,1,0
C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,1,0
C1=CC=C(C=C1)C2C(=O)NC(=[NH2+])O2,1,0
C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,1,0
C1[C@H](C1C2=CC=CC=C2)[NH3+],1,0
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-],1,0
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,1,0
C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F,1,0
C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,1,0
C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,1,0
C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@H](CCC[NH+]=C(N)N)C(=O)NCC(=O)N,1,0
C1=CC=C(C=C1)CC(=O)[O-],1,0
C1=CC=C(C=C1)CC(=O)NC(=O)N,1,0
C1C[NH+]=C(N1)CC2=CC=CC=C2,1,0
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)[NH3+])C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(=O)N,1,0
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)[NH3+])C(=O)NC(CCCC[NH3+])C(=O)NCC(=O)N,1,0
C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,1,0
C1C[C@H](N(C1)C(=O)[C@H](CCCC[NH3+])[NH2+][C@@H](CCC2=CC=CC=C2)C(=O)[O-])C(=O)[O-],1,0
C1=CC=C(C=C1)CCCC(=O)[O-],1,0
C1=CC=C(C=C1)CCCCOCCCCCC[NH2+]CC(C2=CC(=C(C=C2)O)CO)O,1,0
C1=CC=C(C=C1)CCNN,1,0
C1C[NH+]=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,1,0
C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5,1,0
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,1,0
C1=CC=C(C=C1)COC2=CC=C(C=C2)O,1,0
C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],1,0
C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,1,0
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,1,1
C1CCC(CC1)NC(=O)N(CCCl)N=O,1,0
C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,0,1
C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,1,0
C1CCC2(CC1)OCC(O2)C[NH+]=C(N)N,1,0
C1C[N+](=C2C3=C(C=CC(=C3)Cl)OC4=CC=CC=C4N2)CC[NH2+]1,1,0
C1C[NH+](CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,1,0
C1C[N+](=C2C3=CC=CC=C3SC4=CC=CC=C4N2)CC[NH+]1CCOCCO,1,0
C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)[O-])[O-],1,0
C1CCC2=[NH+]C3=CC=CC=C3C(=C2C1)N,1,0
C1[C@@H]2CC(CC3[NH+]2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54,1,0
C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,0,1
C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,1,0
C1CC[C@H]([C@@H](C1)C[NH+]2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,1,0
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,1,0
C1=CC=C2C(=C1)C(=O)O[Bi]O2.O,1,0
C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,1,0
C1C[N+]2=C(N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,1,0
C1CN(CC2=C1C3=CC=CC=C3N2)C(=O)CCS,1,0
C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)[O-])[O-])C(=O)O,1,0
C1CC[C@H]2[C@@H](C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC5=CC=CS5)NC(=O)CNC(=O)C6C[C@H](CN6C(=O)C7CCCN7C(=O)C(CCC[NH+]=C(N)N)NC(=O)[C@@H](CCC[NH+]=C(N)N)[NH3+])O)C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)[O-],1,0
C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,1,0
