smiles_std,logSolubility
C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Br,-3.127
CC1=CC2=C(C=C1)C=CC(=N2)C,-1.94
CCCCCCC#C,-3.66
C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,-8.6
CC1=CC=CC=C1O,-0.62
CC(C)CCC(C)(C)C,-5.05
CC1=CC=C(C2=CC=CC=C12)C,-4.14
CCCC(=O)C,-0.19
C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,-9.15
CCCOC(=O)CC,-0.82
CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,-3.68
C1=CC(=CC=C1N)O,-0.8
C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],-2.81
C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,-5.931
CCNC1=NC(=NC(=N1)Cl)N(CC)CC,-4.06
C1=CN=C(C=N1)C(=O)N,-0.667
C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,-5.27
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],-3.38
C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,-5.46
CC1(C2CCC1(C(=O)C2)C)C,-1.96
CCCCC(=O)OCC,-2.25
CC(C)CCOC(=O)C,-1.92
CCCCCC(=O)OCN1C(=O)C(NC1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-5.886
C1=CC(=CC(=C1)Cl)C2=C(C=CC(=C2)Cl)Cl,-6.01
CCCBr,-1.73
CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,-3.4930000000000003
CC1=CC=C(C=C1)C,-2.77
CCC1=CC=CC=C1CC,-3.28
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,-3.67
CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,-6.876
CCC[N+](=O)[O-],-0.8
CC1CCC(C(=O)C1)C(C)C,-2.35
CCN1C2=C(C=CC(=C2)Cl)NC(=O)C3=C1N=CC=C3,-5.36
C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],-3.48
CCCOC(C)C,-1.34
CC1=CC2=CC=CC=C2C(=C1)C,-4.29
CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,-4.07
C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,-5.64
C1=CC(=C(C=C1C2=C(C=CC(=C2)Cl)Cl)Cl)Cl,-7.25
C1C(O1)C2=CC=CC=C2,-1.6
CC(C)C1=CC=CC=C1,-3.27
CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C,-3.45
C1=CN=C2C(=C(C(=C(C2=N1)Cl)Cl)Cl)Cl,-5.43
C1C(C(C(C(O1)O)O)O)O,0.39
C(Cl)Cl,-0.63
CCC1=CC=CC2=CC=CC=C21,-4.17
COC=O,0.58
C1=CC=C(C(=C1)[N+](=O)[O-])O,-1.74
CC(C)C,-2.55
C1=C(C=C(C(=C1I)O)I)C#N,-3.61
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,-4.7
CCCCC,-3.18
C1=CC=C(C=C1)O,0.0
C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N,-5.17
C1=CC=C2C=NC=CC2=C1,-1.45
CCCCCCC1=CC=CC=C1,-5.21
C1=CC=C(C=C1)C2=CC=CC=C2Cl,-4.54
CCCC(=C)C,-3.03
CC(C)C(C)C(C)C,-4.8
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,-5.65
C1=CC(=CC(=C1)O)[N+](=O)[O-],-1.01
CCCCCCCCC=C,-5.51
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6
CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,-7.337000000000001
CCCCCCCBr,-4.43
CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F,-3.43
CCSCC1=CC=CC=C1OC(=O)NC,-2.09
CCOC(=O)CC(=O)OCC,-0.82
CC1=CCC(CC1)C(=C)C,-4.26
C1CC2=CC=CC=C2C1,-3.04
CC(C)(C)C1=CC=C(C=C1)O,-2.41
C1=CC(=CC(=C1)I)Cl,-3.55
C1=CC=C2C(=C1)C=CC=C2Br,-4.35
CC/C=C/C,-2.54
C(=C(Cl)Cl)Cl,-1.96
C1=CC=C2C(=C1)C=CC=C2N,-1.92
CC1=CC(=CC=C1)C,-2.82
CO,1.57
CCC(=O)C,0.52
C1=CC(=CC(=C1)O)O,0.81
CCCCCCO,-1.24
CCCCCCl,-2.73
C=CC=C,-1.87
CCCOC(=O)C,-0.72
C1CCC2=C(C1)C=CC(=C2)O,-1.99
C(C(=O)N)Cl,-0.02
COP(=S)(OC)OC1=CC(=C(C=C1Cl)I)Cl,-6.62
CC1=CC=C(C=C1)Cl,-3.08
CC1=CC=C(C=C1)OP(=O)(OC2=CC=CC(=C2)C)OC3=CC=CC=C3C,-6.01
CCCCCC=O,-1.3
CCCCOC(=O)C1=CC=C(C=C1)N,-3.082
CC1=CC2=C(C=C1)N(C(=O)C3=C(O2)N=CC(=C3)N)C,-3.043
CC(=CCC/C(=C\CO)/C)C,-2.46
C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)Cl,-5.28
CCCCCCCC(=O)OCN1C(=O)C(NC1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-6.523
CC[N+](=O)[O-],-0.22
CCN(CC(=C)C)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-6.124
C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,-4.57
CCCC(C)(COC(=O)N)COC(=O)N,-1.807
CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,-4.65
CI,-1.0
CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,-1.13
CCCCCCC(=O)OCN1C(=O)C(NC1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-6.301
CCCCC(=O)CCCC,-2.58
CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,-2.337
CCC(C)CC,-3.68
CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,-8.6
CCOP(=S)(CC)OC1=CC(=C(C=C1Cl)Cl)Cl,-5.752000000000001
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C,-5.66
C1=CC=NN=C1,1.1
C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,-4.63
CC1CC2C(CC3(C(O2)CC4C3(CCC5C4C=C6CC(CCC6(C5)C)O)C)C)OC1,-7.32
C1=CC=C(C(=C1)N)O,-0.72
CCCCCCCCC(=O)OCC,-3.8
CC(C)OC1=CC=CC=C1OC(=O)NC,-2.05
CCC(C)Cl,-1.96
C1=CC=C2C=C(C=CC2=C1)O,-2.28
CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,-5.696000000000001
CCCCC#C,-2.36
CCCCCCCC#C,-4.24
CC1=CC=CC=C1Cl,-3.52
CC(C)OC(C)C,-1.1
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,-3.094
CNN,1.34
CC#C,-0.41
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408
C=CC=O,0.57
C1=CC2=C(C=CC(=C2)O)N=C1,-2.16
C1=CC=C(C=C1)F,-1.8
CCCCl,-1.47
CCOC(=O)C,-0.04
CCCC(C)(C)C,-4.36
CC1=CC(=C(C(=C1C)C)C)C,-4.0
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896
C1=CC(=CC=C1C2=CC=C(C=C2)Cl)Cl,-6.56
CC1=CCC(CC1=O)C(=C)C,-2.06
CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl,-5.736000000000001
C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,-8.804
CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],-2.82
C1=CC=C2C=C(C=CC2=C1)Br,-4.4
CNC(=O)OC1=CC=CC(=C1)N=CN(C)C,-2.34
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C,-3.658
CC(=C)C=C,-2.03
CC(=CCCC(C)(C=C)O)C,-1.99
CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,-4.57
C1CCC(CC1)O,-0.44
CC1=CC=C(C=C1)C2=CC=CC=C2,-4.62
CCNC1=NC(=NC(=N1)Cl)NC(C)C,-3.85
CCCC(=O)CCC,-1.3
CC(=O)C(C)(C)C,-0.72
C1=CC(=CC=C1O)Cl,-0.7
C1CCC(=O)CC1,-0.6
CC1=CC(=CC=C1)N,-0.85
CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,-4.046
CCCCCCCCC(=O)C,-3.3
CCN(CC)C1=NC(=NC(=N1)NC(C)C)Cl,-3.785
CCOC(=O)C1=CC=C(C=C1)N,-2.616
C1=CC(=C(C=C1Cl)Cl)Cl,-3.59
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,-4.09
C1=CC=C(C(=C1)O)O,0.62
CSC,-0.45
CC1=CC=CC=C1Br,-2.23
CCOC(=O)N,0.85
CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,-5.35
CC(C)C(C(C)C)O,-1.22
C1=CC=C2C=CC=CC2=C1,-3.6
CCNC1=CC=CC=C1,-1.7
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,-4.097
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,-6.89
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F,-7.28
CCCCC(=O)OCN1C(=O)C(NC1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-4.678
CN(C)C(=O)NC1=CC=C(C=C1)Cl,-2.89
CC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)OC(=O)C)O,-4.13
CCCCBr,-2.37
C1=C(C(=CC(=C1Br)Br)Br)Br,-6.98
CC(C)CC(=O)C,-0.74
COC1=CC=C(C=C1)Cl,-2.78
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,-8.402000000000001
CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],-4.04
C1=CC=C2C(=C1)C=CC=C2I,-4.55
CCS,-0.6
C(C(Cl)Cl)Cl,-1.48
CC1=NN(C(=C1)OC(=O)N(C)C)C2=CC=CC=C2,-2.09
C1=CC=C(C(=C1)C(=O)N)O,-1.82
CC1=CC=CC=C1[N+](=O)[O-],-2.33
CCC1=CC=CC=C1C,-3.21
CCCCCCCCl,-4.0
C1=CC=C(C=C1)CCC2=CC=CC=C2,-4.62
C(C(Cl)Cl)(Cl)Cl,-1.74
CCN1C2=C(C(=CC(=C2)OC)C)NC(=O)C3=C1N=CC=C3,-5.153
CC1=CC2=C(C=C1)C3=CC=CC=C3C=C2,-5.84
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,-4.4
COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,-4.02
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523
CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O,-5.282
CCOC(=O)C1=CC=CC=C1S(=O)(=O)NN(C=O)C2=NC(=CC(=N2)Cl)OC,-4.5760000000000005
COC1=CC=C(C=C1)[N+](=O)[O-],-2.41
CCCCCCCl,-3.12
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,-9.16
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,-0.41
CCN1C2=CC=CC=C2N(C(=O)C3=C1N=CC=C3)C,-3.324
CC(Cl)Cl,-1.29
C1=CC(=CC=C1N)S(=O)(=O)N,-1.34
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-],-6.49
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,-4.64
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,-4.194
C1=CC(=C(C(=C1)Cl)Cl)Cl,-4.0
C(Cl)(Cl)(Cl)Cl,-2.31
C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,-3.2
C1CCCC(CCC1)O,-1.29
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,-3.999
CCOC1=CC=C(C=C1)NC(=O)N,-2.17
CC1CCC(CC1)C,-4.47
C1=CC2=C(C3=C(C=C2)N=CC=C3)N=C1,-2.68
CC(C)(C)OC,-0.24
CC=CC1=CC=C(C=C1)OC,-3.13
CCCCCCCCCCCCCCCCO,-7.0
C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,-7.21
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,-8.23
C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,-3.15
C1=CC(=C(C(=C1)Cl)Cl)C2=CC=C(C=C2)Cl,-6.29
CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,-3.536
CCN(CC)C(=O)CSC1=NN=C(C=C1)Cl,-1.716
CCC(C)(C)CO,-1.04
CCCC(=O)OCCC,-1.75
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-3.22
C1CCCCCC1,-3.51
CCCOC=O,-0.49
CC1=CC=CC=C1C(C)C,-3.76
C1=CC(=CC(=C1)Cl)N,-1.37
CC(C)CC(C)C,-4.26
C1=CC=C2C(=C1)C3=CC=CC=C3O2,-4.6
CCOC1C(C2=C(O1)C=CC(=C2)OS(=O)(=O)C)(C)C,-3.42
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,-3.43
C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,-3.67
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,-3.11
C(C1C(C(C(C(O1)O)O)O)O)O,0.74
CC1=CC(=CC=C1)O,-0.68
C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-],-3.39
CCCCCCCCCC(=O)OCC,-4.1
CN(C)C(=O)NC1=CC=CC=C1,-1.6
CCCOCC,-0.66
CC(C)O,0.43
CC1=CC2=CC=CC=C2C=C1,-3.77
C(Cl)(Br)Br,-1.9
CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,-4.43
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,-3.37
C1=CC=C(C=C1)CCl,-2.39
C/C=C/C=O,0.32
CN(C(=O)NC1=CC(=C(C=C1)Br)Cl)OC,-3.924
CC1=C2C=CC=CC2=C(C3=CC=CC=C13)C,-6.57
CCCCCC(=O)OC,-1.87
CC(C)(C)C1=NN(C(=O)O1)C2=C(C=C(C=C2)NC(=O)N(C)C)Cl,-4.328
CC(=O)NC1=CC=C(C=C1)F,-1.78
C1CCC=CC1,-2.59
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,-3.09
C1=CC(=CC=C1[N+](=O)[O-])Cl,-2.92
CCC(=O)OC,-0.14
C1=CC=C(C(=C1)[N+](=O)[O-])Cl,-2.55
CCCCN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,-4.77
C1=CC=C(C=C1)[N+](=O)[O-],-1.8
C1=CC=C(C=C1)I,-3.01
COC1=CC=CC=C1OCC(COC(=O)N)O,-0.985
C1=CC(=C(C(=C1)Cl)Cl)O,-1.3
CCCC(=O)OC,-1.92
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,-3.0
C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,-2.404
CCCCCC(=O)OCC,-2.35
CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,-5.47
CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,-2.478
CCCCCCC=C,-4.44
CC1=CC=C(C=C1)N,-1.21
C1=CSC(=N1)N,-0.36
CNC(=O)OC1=CC=CC=C1,-1.803
CCCC(CC)O,-0.8
C1=CC=C2C(=C1)C=C3C=CC=CC3=C2O,-4.73
CC1=CC2=CC3=CC=CC=C3C=C2C=C1,-6.96
CC1=C(C(=CC=C1)C)C,-3.2
CCCCCCCC(C)O,-2.74
CC(C)(C1=CC=CC=C1)NC(=O)N(C)C2=CC=CC=C2,-3.35
CCCC(=O)CC,-0.83
C1=C(C=C(C(=C1Br)O)Br)C#N,-3.33
C1=CC=C(C=C1)C2=CC(=C(C=C2)Cl)Cl,-6.39
C1=CC2=C(C=CC=N2)C(=C1)O,-2.54
CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,-3.14
CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,-3.81
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,-4.28
C(Cl)Br,-0.89
CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,-4.63
C1=CC=C(C=C1)CNC(=O)N,-0.95
CC1=C(C=C(C=C1)NC(=O)N(C)C)Cl,-3.483
CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,-3.592
C1CCCC(CC1)O,-0.88
CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,-2.154
C1=CC(=CC=C1[N+](=O)[O-])O,-0.74
C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,-6.307
C1CCOC1,0.49
C1=CC=C(C(=C1)N)[N+](=O)[O-],-1.96
C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC=C2)Cl)Cl,-7.28
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],-3.0
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,-4.42
CCN(CC)C1=NC(=NC(=N1)Cl)N(CC)CC,-4.4110000000000005
C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,-5.4
C1=CC(=C(C=C1Br)Br)Br,-4.5
CC1=C(C=C(C=C1)C(C)C)O,-2.08
C1C(=O)NC(=S)S1,-1.77
C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,-3.083
C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,-5.259
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86
C1CCCCC1,-3.1
C1(=C(C(C(=C1Cl)Cl)(C2(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,-7.278
CC12CCC3=C(C1CCC2=O)C=CC4=C3C=CC(=C4)O,-5.24
CCCCCCCCO,-2.39
CCSCC,-1.34
C(CCl)Cl,-1.06
CCC(C)(C)Cl,-2.51
C(CBr)Cl,-1.32
C1=CC(=CC=C1N)[N+](=O)[O-],-2.37
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,-0.244
C1=CC=C(C=C1)Cl,-2.38
CCCCCCCC=C,-5.05
C1=CC(=CC=C1Br)I,-4.56
CCC(C)(CC)O,-0.36
CCCCCC1=CC=CC=C1,-4.64
C1(C(=O)NC(=O)N1)NC(=O)N,-1.6
C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,-4.571000000000001
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,-7.2
CC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,-5.184
C1=CC=C2C(=C1)C=CC=C2Cl,-3.93
CCCCC(C)O,-0.89
CCCC1CCCC1,-4.74
CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,-4.735
C1=CC(=C(C=C1O)Cl)Cl,-1.25
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,-8.017000000000001
C1=CC=C2C(=C1)N=CO2,-1.16
CCCCCO,-0.6
CCN(CC)C1=CC=CC=C1,-3.03
C1=CC(=CC(=C1)F)F,-2.0
CC(C)(C)CC1=CC=CC=C1,-4.15
C1=CC=C(C(=C1)Cl)I,-3.54
C1=CC2=NNN=C2C=C1,-0.78
CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,-2.8
CC1=C(C(=CC=C1)C)O,-1.29
CC(C)C(C)O,-0.18
C1=CC=C(C=C1)C(C2=CC=CC=C2)O,-2.55
CCCCCCCCCC(=O)OC,-4.69
COP(=S)(OC)OC1=C(C=C(C=C1)[N+](=O)[O-])Cl,-4.31
CC(C)CBr,-2.43
CCI,-1.6
CCCCCCBr,-3.81
CCCC(C)C,-3.74
CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)C=C(C(F)(F)F)Cl)F)F,-7.321000000000001
C1=C(OC(=C1)[N+](=O)[O-])C=NO,-2.19
CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,-8.003
C(Br)(Br)Br,-1.91
C1=CC=C(C=C1)CO,-0.4
C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O,-2.84
C1=CC(=CC=C1O)Br,-1.09
CC(C)Br,-1.59
CC(C)CC(C)(C)C,-4.74
C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-2.89
CCC,-1.94
C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,-1.989
C1=CC=C2C(=C1)C=C3C(=N2)C=CC=C3N,-4.22
C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,-8.49
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,-5.666
C1CC2=CC=CC3=C2C1=CC=C3,-4.63
C1=CC(=CC=C1Br)Br,-4.07
CN1C(=O)N(OC1=O)C2=CC(=C(C=C2)Cl)Cl,-2.82
C1=CC=C(C=C1)C2=CC=C(C=C2)O,-3.48
CC1=C(CCCO1)C(=O)NC2=CC=CC=C2,-2.56
CCOC=C,-0.85
CCC#C,-1.24
CCCCC(C)(CC)O,-1.6
C1=CC(=CC=C1Cl)Cl,-3.27
CC(=O)OCN1C(=O)C(NC1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-4.47
CC1=CNC2=CC=CC=C12,-2.42
CNC(=O)OC1=CC=CC=C1C2OCCO2,-1.57
CC(C)CNC(=O)N1CCNC1=O,-2.15
CC1=C(ON=C1C)N(C(=O)C)S(=O)C2=CC=C(C=C2)N,-3.59
C(C(Cl)(Cl)Cl)Cl,-2.18
CCCCO,0.0
CC1CCCCC1NC(=O)NC2=CC=CC=C2,-4.11
C1=C(C=C(C=C1Cl)Cl)Cl,-4.48
CC(C)CCO,-0.51
C1OC2=C(O1)C=C(C=C2)C=O,-1.63
CC(=C)C,-2.33
C1=CC=C(C=C1)C=O,-1.19
CC(=C)C(=C)C,-2.4
CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,-4.71
CN1C2=CC=CC=C2OC3=C(C1=O)C=CC=N3,-3.672
C1C2=CC=CC=C2C3=CC=CC=C31,-5.0
CC1CCCCC1,-3.85
C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,-1.99
COC(=O)C1=CC=C(C=C1)O,-1.827
CC1CCCO1,0.11
CC1C2CCC3(C=CC(=O)C(=C3C2OC1=O)C)C,-3.09
CCCI,-2.29
CCNC1=NC(=NC(=N1)SC)NC(C)C,-3.04
CCCO,0.62
CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,-3.817
CCCC(C)O,-0.29
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,-2.85
CC1=CC(=C(C=C1)O)C,-1.19
C1=CC(=CC(=C1)Cl)[N+](=O)[O-],-2.77
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,-0.624
C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2)Cl)Cl,-6.57
C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,-4.92
CCNC1=NC(=NC(=N1)SC)NC(C)(C)C,-4.0
CCC(C)CCO,-0.71
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,-5.507000000000001
CCCCI,-2.96
C1=CC=C(C=C1)C(F)(F)F,-2.51
CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC,-6.144
